"","x"
"2414","PF08218.15"
"2415","PF08220.16"
"2416","PF08223.15"
"2417","PF08238.16"
"2418","PF08239.15"
"2419","PF08240.16"
"2420","PF08241.16"
"2421","PF08242.16"
"2422","PF08244.16"
"2423","PF08245.16"
"2424","PF08264.17"
"2425","PF08267.16"
"2426","PF08274.16"
"2427","PF08275.15"
"2428","PF08278.15"
"2429","PF08279.16"
"2430","PF08281.16"
"2431","PF08282.16"
"2432","PF08291.15"
"2433","PF08298.15"
"2434","PF08299.15"
"2435","PF08305.15"
"2436","PF08308.15"
"2437","PF08309.15"
"2438","PF08323.15"
"2439","PF08327.15"
"2440","PF08328.15"
"2441","PF08331.14"
"2442","PF08332.14"
"2443","PF08334.15"
"2444","PF08335.15"
"2445","PF08338.15"
"2446","PF08340.15"
"2447","PF08345.15"
"2448","PF08352.16"
"2449","PF08364.15"
"2450","PF08369.14"
"2451","PF08378.15"
"2452","PF08379.14"
"2453","PF08386.14"
"2454","PF08388.15"
"2455","PF08392.16"
"2456","PF08402.14"
"2457","PF08417.16"
"2458","PF08421.15"
"2459","PF08423.15"
"2460","PF08433.14"
"2461","PF08436.16"
"2462","PF08439.14"
"2463","PF08442.14"
"2464","PF08443.15"
"2465","PF08445.14"
"2466","PF08446.15"
"2467","PF08447.16"
"2468","PF08448.14"
"2469","PF08450.16"
"2470","PF08459.15"
"2471","PF08461.14"
"2472","PF08463.14"
"2473","PF08471.14"
"2474","PF08477.17"
"2475","PF08478.14"
"2476","PF08479.15"
"2477","PF08482.14"
"2478","PF08484.15"
"2479","PF08485.14"
"2480","PF08486.14"
"2481","PF08487.14"
"2482","PF08491.14"
"2483","PF08494.15"
"2484","PF08495.14"
"2485","PF08497.14"
"2486","PF08501.15"
"2487","PF08502.14"
"2488","PF08511.15"
"2489","PF08521.14"
"2490","PF08529.15"
"2491","PF08530.14"
"2492","PF08532.14"
"2493","PF08534.14"
"2494","PF08541.14"
"2495","PF08543.16"
"2496","PF08544.17"
"2497","PF08545.14"
"2498","PF08546.15"
"2499","PF08547.16"
"2500","PF08548.15"
"2501","PF08551.14"
"2502","PF08553.14"
"2503","PF08643.14"
"2504","PF08645.15"
"2505","PF08659.14"
"2506","PF08662.15"
"2507","PF08665.16"
"2508","PF08666.16"
"2509","PF08668.16"
"2510","PF08669.15"
"2511","PF08670.15"
"2512","PF08676.15"
"2513","PF08681.15"
"2514","PF08704.14"
"2515","PF08706.15"
"2516","PF08707.15"
"2517","PF08708.15"
"2518","PF08712.15"
"2519","PF08713.15"
"2520","PF08714.15"
"2521","PF08747.15"
"2522","PF08750.15"
"2523","PF08755.15"
"2524","PF08757.15"
"2525","PF08761.15"
"2526","PF08770.15"
"2527","PF08780.15"
"2528","PF08797.15"
"2529","PF08805.15"
"2530","PF08811.15"
"2531","PF08818.15"
"2532","PF08819.15"
"2533","PF08823.15"
"2534","PF08840.15"
"2535","PF08843.15"
"2536","PF08846.14"
"2537","PF08847.15"
"2538","PF08848.15"
"2539","PF08849.15"
"2540","PF08853.15"
"2541","PF08854.14"
"2542","PF08855.14"
"2543","PF08865.15"
"2544","PF08867.15"
"2545","PF08886.15"
"2546","PF08895.15"
"2547","PF08897.15"
"2548","PF08904.15"
"2549","PF08909.15"
"2550","PF08937.15"
"2551","PF08982.15"
"2552","PF09012.14"
"2553","PF09084.15"
"2554","PF09086.15"
"2555","PF09106.15"
"2556","PF09107.15"
"2557","PF09115.14"
"2558","PF09127.15"
"2559","PF09136.14"
"2560","PF09140.15"
"2561","PF09142.15"
"2562","PF09150.14"
"2563","PF09157.15"
"2564","PF09176.15"
"2565","PF09179.15"
"2566","PF09180.15"
"2567","PF09190.15"
"2568","PF09209.15"
"2569","PF09210.15"
"2570","PF09239.15"
"2571","PF09242.15"
"2572","PF09250.15"
"2573","PF09261.15"
"2574","PF09269.15"
"2575","PF09278.15"
"2576","PF09285.15"
"2577","PF09290.15"
"2578","PF09296.15"
"2579","PF09297.15"
"2580","PF09312.15"
"2581","PF09326.15"
"2582","PF09334.15"
"2583","PF09335.15"
"2584","PF09339.14"
"2585","PF09343.14"
"2586","PF09345.14"
"2587","PF09346.14"
"2588","PF09347.14"
"2589","PF09349.14"
"2590","PF09350.14"
"2591","PF09351.14"
"2592","PF09353.14"
"2593","PF09356.14"
"2594","PF09360.14"
"2595","PF09361.14"
"2596","PF09363.14"
"2597","PF09364.14"
"2598","PF09366.14"
"2599","PF09367.14"
"2600","PF09369.14"
"2601","PF09370.14"
"2602","PF09371.14"
"2603","PF09374.14"
"2604","PF09382.14"
"2605","PF09383.14"
"2606","PF09397.14"
"2607","PF09407.14"
"2608","PF09411.14"
"2609","PF09413.14"
"2610","PF09419.14"
"2611","PF09423.14"
"2612","PF09424.14"
"2613","PF09430.14"
"2614","PF09438.14"
"2615","PF09445.14"
"2616","PF09471.14"
"2617","PF09483.14"
"2618","PF09492.14"
"2619","PF09493.14"
"2620","PF09527.14"
"2621","PF09538.14"
"2622","PF09561.14"
"2623","PF09587.14"
"2624","PF09594.14"
"2625","PF09608.14"
"2626","PF09619.14"
"2627","PF09626.14"
"2628","PF09650.14"
"2629","PF09655.14"
"2630","PF09656.14"
"2631","PF09668.14"
"2632","PF09678.14"
"2633","PF09685.14"
"2634","PF09694.14"
"2635","PF09695.14"
"2636","PF09699.14"
"2637","PF09700.14"
"2638","PF09712.14"
"2639","PF09718.14"
"2640","PF09720.14"
"2641","PF09721.14"
"2642","PF09722.14"
"2643","PF09723.14"
"2644","PF09752.13"
"2645","PF09754.13"
"2646","PF09811.13"
"2647","PF09818.13"
"2648","PF09822.13"
"2649","PF09825.13"
"2650","PF09826.13"
"2651","PF09827.13"
"2652","PF09832.13"
"2653","PF09835.13"
"2654","PF09836.13"
"2655","PF09837.13"
"2656","PF09838.13"
"2657","PF09839.13"
"2658","PF09842.13"
"2659","PF09844.13"
"2660","PF09848.13"
"2661","PF09849.13"
"2662","PF09850.13"
"2663","PF09851.13"
"2664","PF09852.13"
"2665","PF09856.13"
"2666","PF09861.13"
"2667","PF09864.13"
"2668","PF09865.13"
"2669","PF09866.13"
"2670","PF09876.13"
"2671","PF09883.13"
"2672","PF09898.13"
"2673","PF09905.13"
"2674","PF09907.13"
"2675","PF09912.13"
"2676","PF09917.13"
"2677","PF09923.13"
"2678","PF09925.13"
"2679","PF09928.13"
"2680","PF09931.13"
"2681","PF09945.13"
"2682","PF09949.13"
"2683","PF09952.13"
"2684","PF09955.13"
"2685","PF09957.13"
"2686","PF09969.13"
"2687","PF09970.13"
"2688","PF09976.13"
"2689","PF09977.13"
"2690","PF09982.13"
"2691","PF09985.13"
"2692","PF09986.13"
"2693","PF09990.13"
"2694","PF09991.13"
"2695","PF09992.13"
"2696","PF09994.13"
"2697","PF09995.13"
"2698","PF09996.13"
"2699","PF10003.13"
"2700","PF10013.13"
"2701","PF10014.13"
"2702","PF10017.13"
"2703","PF10023.13"
"2704","PF10035.13"
"2705","PF10047.13"
"2706","PF10049.13"
"2707","PF10054.13"
"2708","PF10056.13"
"2709","PF10063.13"
"2710","PF10067.13"
"2711","PF10070.13"
"2712","PF10073.13"
"2713","PF10077.13"
"2714","PF10090.13"
"2715","PF10091.13"
"2716","PF10092.13"
"2717","PF10093.13"
"2718","PF10097.13"
"2719","PF10098.13"
"2720","PF10101.13"
"2721","PF10102.13"
"2722","PF10103.13"
"2723","PF10105.13"
"2724","PF10108.13"
"2725","PF10110.13"
"2726","PF10111.13"
"2727","PF10116.13"
"2728","PF10118.13"
"2729","PF10119.13"
"2730","PF10128.13"
"2731","PF10130.13"
"2732","PF10135.13"
"2733","PF10138.13"
"2734","PF10142.13"
"2735","PF10143.13"
"2736","PF10150.13"
"2737","PF10184.13"
"2738","PF10216.13"
"2739","PF10230.13"
"2740","PF10263.13"
"2741","PF10276.13"
"2742","PF10282.13"
"2743","PF10294.13"
"2744","PF10298.13"
"2745","PF10335.13"
"2746","PF10340.13"
"2747","PF10369.13"
"2748","PF10370.13"
"2749","PF10371.13"
"2750","PF10373.13"
"2751","PF10385.13"
"2752","PF10387.13"
"2753","PF10396.13"
"2754","PF10397.13"
"2755","PF10399.13"
"2756","PF10410.13"
"2757","PF10411.13"
"2758","PF10412.13"
"2759","PF10414.13"
"2760","PF10415.13"
"2761","PF10417.13"
"2762","PF10418.13"
"2763","PF10423.13"
"2764","PF10431.13"
"2765","PF10442.13"
"2766","PF10458.13"
"2767","PF10459.13"
"2768","PF10469.13"
"2769","PF10502.13"
"2770","PF10503.13"
"2771","PF10504.13"
"2772","PF10516.13"
"2773","PF10518.13"
"2774","PF10531.13"
"2775","PF10555.13"
"2776","PF10576.13"
"2777","PF10584.13"
"2778","PF10588.13"
"2779","PF10589.13"
"2780","PF10590.13"
"2781","PF10591.13"
"2782","PF10604.13"
"2783","PF10609.13"
"2784","PF10613.13"
"2785","PF10615.13"
"2786","PF10633.13"
"2787","PF10646.13"
"2788","PF10647.13"
"2789","PF10662.13"
"2790","PF10664.13"
"2791","PF10671.13"
"2792","PF10672.13"
"2793","PF10674.13"
"2794","PF10685.13"
"2795","PF10691.13"
"2796","PF10718.13"
"2797","PF10722.13"
"2798","PF10726.13"
"2799","PF10727.13"
"2800","PF10792.13"
"2801","PF10816.12"
"2802","PF10825.12"
"2803","PF10861.12"
"2804","PF10882.12"
"2805","PF10926.12"
"2806","PF10929.12"
"2807","PF10932.12"
"2808","PF10936.12"
"2809","PF10947.12"
"2810","PF10979.12"
"2811","PF10983.12"
"2812","PF10984.12"
"2813","PF10985.12"
"2814","PF10986.12"
"2815","PF10989.12"
"2816","PF10993.12"
"2817","PF10996.12"
"2818","PF10999.12"
"2819","PF11003.12"
"2820","PF11004.12"
"2821","PF11010.12"
"2822","PF11011.12"
"2823","PF11016.12"
"2824","PF11026.12"
"2825","PF11061.12"
"2826","PF11062.12"
"2827","PF11066.12"
"2828","PF11086.12"
"2829","PF11103.12"
"2830","PF11104.12"
"2831","PF11127.12"
"2832","PF11136.12"
"2833","PF11137.12"
"2834","PF11146.12"
"2835","PF11149.12"
"2836","PF11152.12"
"2837","PF11158.12"
"2838","PF11159.12"
"2839","PF11161.12"
"2840","PF11162.12"
"2841","PF11164.12"
"2842","PF11165.12"
"2843","PF11174.12"
"2844","PF11187.12"
"2845","PF11188.12"
"2846","PF11189.12"
"2847","PF11196.12"
"2848","PF11199.12"
"2849","PF11209.12"
"2850","PF11211.12"
"2851","PF11218.12"
"2852","PF11227.12"
"2853","PF11233.12"
"2854","PF11237.12"
"2855","PF11238.12"
"2856","PF11241.12"
"2857","PF11249.12"
"2858","PF11251.12"
"2859","PF11258.12"
"2860","PF11264.12"
"2861","PF11266.12"
"2862","PF11267.12"
"2863","PF11268.12"
"2864","PF11273.12"
"2865","PF11282.12"
"2866","PF11283.12"
"2867","PF11285.12"
"2868","PF11287.12"
"2869","PF11290.12"
"2870","PF11292.12"
"2871","PF11304.12"
"2872","PF11306.12"
"2873","PF11307.12"
"2874","PF11317.12"
"2875","PF11318.12"
"2876","PF11320.12"
"2877","PF11324.12"
"2878","PF11325.12"
"2879","PF11332.12"
"2880","PF11339.12"
"2881","PF11341.12"
"2882","PF11343.12"
"2883","PF11353.12"
"2884","PF11356.12"
"2885","PF11360.12"
"2886","PF11367.12"
"2887","PF11371.12"
"2888","PF11375.12"
"2889","PF11376.12"
"2890","PF11390.12"
"2891","PF11398.12"
"2892","PF11412.12"
"2893","PF11454.12"
"2894","PF11455.12"
"2895","PF11460.12"
"2896","PF11528.12"
"2897","PF11604.12"
"2898","PF11611.12"
"2899","PF11614.12"
"2900","PF11625.12"
"2901","PF11638.12"
"2902","PF11655.12"
"2903","PF11662.12"
"2904","PF11663.12"
"2905","PF11691.12"
"2906","PF11697.12"
"2907","PF11700.12"
"2908","PF11715.12"
"2909","PF11730.12"
"2910","PF11731.12"
"2911","PF11734.12"
"2912","PF11736.12"
"2913","PF11738.12"
"2914","PF11741.12"
"2915","PF11744.12"
"2916","PF11749.12"
"2917","PF11760.12"
"2918","PF11769.12"
"2919","PF11775.12"
"2920","PF11780.12"
"2921","PF11791.12"
"2922","PF11794.12"
"2923","PF11798.12"
"2924","PF11799.12"
"2925","PF11808.12"
"2926","PF11818.12"
"2927","PF11821.12"
"2928","PF11832.12"
"2929","PF11833.12"
"2930","PF11836.12"
"2931","PF11838.12"
"2932","PF11842.12"
"2933","PF11845.12"
"2934","PF11846.12"
"2935","PF11848.12"
"2936","PF11850.12"
"2937","PF11860.12"
"2938","PF11862.12"
"2939","PF11867.12"
"2940","PF11870.12"
"2941","PF11880.12"
"2942","PF11892.12"
"2943","PF11897.12"
"2944","PF11898.12"
"2945","PF11899.12"
"2946","PF11902.12"
"2947","PF11903.12"
"2948","PF11906.12"
"2949","PF11907.12"
"2950","PF11909.12"
"2951","PF11910.12"
"2952","PF11911.12"
"2953","PF11927.12"
"2954","PF11940.12"
"2955","PF11941.12"
"2956","PF11943.12"
"2957","PF11946.12"
"2958","PF11947.12"
"2959","PF11950.12"
"2960","PF11953.12"
"2961","PF11954.12"
"2962","PF11958.12"
"2963","PF11959.12"
"2964","PF11965.12"
"2965","PF11967.12"
"2966","PF11969.12"
"2967","PF11974.12"
"2968","PF11984.12"
"2969","PF11987.12"
"2970","PF11992.12"
"2971","PF11998.12"
"2972","PF12000.12"
"2973","PF12002.12"
"2974","PF12005.12"
"2975","PF12006.12"
"2976","PF12007.12"
"2977","PF12019.12"
"2978","PF12029.12"
"2979","PF12034.12"
"2980","PF12046.12"
"2981","PF12049.12"
"2982","PF12055.12"
"2983","PF12058.12"
"2984","PF12072.12"
"2985","PF12073.12"
"2986","PF12091.12"
"2987","PF12095.12"
"2988","PF12096.12"
"2989","PF12112.12"
"2990","PF12122.12"
"2991","PF12127.12"
"2992","PF12146.12"
"2993","PF12156.12"
"2994","PF12158.12"
"2995","PF12169.12"
"2996","PF12170.12"
"2997","PF12204.12"
"2998","PF12215.12"
"2999","PF12221.12"
"3000","PF12225.12"
"3001","PF12228.12"
"3002","PF12245.12"
"3003","PF12256.12"
"3004","PF12261.12"
"3005","PF12270.12"
"3006","PF12279.12"
"3007","PF12281.12"
"3008","PF12282.12"
"3009","PF12291.12"
"3010","PF12323.12"
"3011","PF12327.12"
"3012","PF12344.12"
"3013","PF12345.12"
"3014","PF12349.12"
"3015","PF12362.12"
"3016","PF12385.12"
"3017","PF12390.12"
"3018","PF12391.12"
"3019","PF12392.12"
"3020","PF12399.12"
"3021","PF12411.12"
"3022","PF12418.12"
"3023","PF12419.12"
"3024","PF12434.12"
"3025","PF12437.12"
"3026","PF12439.12"
"3027","PF12441.12"
"3028","PF12447.12"
"3029","PF12450.12"
"3030","PF12452.12"
"3031","PF12469.12"
"3032","PF12481.12"
"3033","PF12483.12"
"3034","PF12512.12"
"3035","PF12531.12"
"3036","PF12544.12"
"3037","PF12551.12"
"3038","PF12556.12"
"3039","PF12557.12"
"3040","PF12559.12"
"3041","PF12565.12"
"3042","PF12566.12"
"3043","PF12569.12"
"3044","PF12576.12"
"3045","PF12600.12"
"3046","PF12607.12"
"3047","PF12617.12"
"3048","PF12625.11"
"3049","PF12626.11"
"3050","PF12627.11"
"3051","PF12631.11"
"3052","PF12643.11"
"3053","PF12645.11"
"3054","PF12651.11"
"3055","PF12679.11"
"3056","PF12680.11"
"3057","PF12681.11"
"3058","PF12688.11"
"3059","PF12693.11"
"3060","PF12694.11"
"3061","PF12696.11"
"3062","PF12697.11"
"3063","PF12698.11"
"3064","PF12700.11"
"3065","PF12704.11"
"3066","PF12705.11"
"3067","PF12706.11"
"3068","PF12708.11"
"3069","PF12710.11"
"3070","PF12715.11"
"3071","PF12717.11"
"3072","PF12724.11"
"3073","PF12727.11"
"3074","PF12728.11"
"3075","PF12729.11"
"3076","PF12730.11"
"3077","PF12732.11"
"3078","PF12738.11"
"3079","PF12740.11"
"3080","PF12762.11"
"3081","PF12766.11"
"3082","PF12768.11"
"3083","PF12769.11"
"3084","PF12770.11"
"3085","PF12773.11"
"3086","PF12775.11"
"3087","PF12779.11"
"3088","PF12784.11"
"3089","PF12792.11"
"3090","PF12794.11"
"3091","PF12795.11"
"3092","PF12796.11"
"3093","PF12797.11"
"3094","PF12798.11"
"3095","PF12799.11"
"3096","PF12800.11"
"3097","PF12801.11"
"3098","PF12802.11"
"3099","PF12804.11"
"3100","PF12805.11"
"3101","PF12806.11"
"3102","PF12811.11"
"3103","PF12821.11"
"3104","PF12823.11"
"3105","PF12826.11"
"3106","PF12831.11"
"3107","PF12832.11"
"3108","PF12833.11"
"3109","PF12836.11"
"3110","PF12837.11"
"3111","PF12838.11"
"3112","PF12840.11"
"3113","PF12843.11"
"3114","PF12844.11"
"3115","PF12846.11"
"3116","PF12847.11"
"3117","PF12848.11"
"3118","PF12849.11"
"3119","PF12850.11"
"3120","PF12857.11"
"3121","PF12860.11"
"3122","PF12862.11"
"3123","PF12867.11"
"3124","PF12890.11"
"3125","PF12894.11"
"3126","PF12895.11"
"3127","PF12897.11"
"3128","PF12900.11"
"3129","PF12911.11"
"3130","PF12913.11"
"3131","PF12915.11"
"3132","PF12917.11"
"3133","PF12950.11"
"3134","PF12951.11"
"3135","PF12969.11"
"3136","PF12973.11"
"3137","PF12974.11"
"3138","PF13000.11"
"3139","PF13005.11"
"3140","PF13007.11"
"3141","PF13011.10"
"3142","PF13018.10"
"3143","PF13026.10"
"3144","PF13036.10"
"3145","PF13083.10"
"3146","PF13085.10"
"3147","PF13086.10"
"3148","PF13087.10"
"3149","PF13088.10"
"3150","PF13089.10"
"3151","PF13090.10"
"3152","PF13091.10"
"3153","PF13098.10"
"3154","PF13102.10"
"3155","PF13103.10"
"3156","PF13109.10"
"3157","PF13116.10"
"3158","PF13144.10"
"3159","PF13145.10"
"3160","PF13148.10"
"3161","PF13155.10"
"3162","PF13156.10"
"3163","PF13163.10"
"3164","PF13167.10"
"3165","PF13173.10"
"3166","PF13174.10"
"3167","PF13175.10"
"3168","PF13176.10"
"3169","PF13177.10"
"3170","PF13180.10"
"3171","PF13181.10"
"3172","PF13183.10"
"3173","PF13184.10"
"3174","PF13185.10"
"3175","PF13186.10"
"3176","PF13187.10"
"3177","PF13188.11"
"3178","PF13189.10"
"3179","PF13191.10"
"3180","PF13192.10"
"3181","PF13193.10"
"3182","PF13194.10"
"3183","PF13200.10"
"3184","PF13202.10"
"3185","PF13205.10"
"3186","PF13207.10"
"3187","PF13229.10"
"3188","PF13230.10"
"3189","PF13231.10"
"3190","PF13237.10"
"3191","PF13238.10"
"3192","PF13239.10"
"3193","PF13240.10"
"3194","PF13241.10"
"3195","PF13242.10"
"3196","PF13243.10"
"3197","PF13244.10"
"3198","PF13245.10"
"3199","PF13246.10"
"3200","PF13247.10"
"3201","PF13248.10"
"3202","PF13249.10"
"3203","PF13250.10"
"3204","PF13263.10"
"3205","PF13274.10"
"3206","PF13275.10"
"3207","PF13276.10"
"3208","PF13277.10"
"3209","PF13279.10"
"3210","PF13280.10"
"3211","PF13282.10"
"3212","PF13286.10"
"3213","PF13288.10"
"3214","PF13291.10"
"3215","PF13292.10"
"3216","PF13301.10"
"3217","PF13302.11"
"3218","PF13304.10"
"3219","PF13305.10"
"3220","PF13307.10"
"3221","PF13311.10"
"3222","PF13319.10"
"3223","PF13326.10"
"3224","PF13328.10"
"3225","PF13332.10"
"3226","PF13333.10"
"3227","PF13335.10"
"3228","PF13336.10"
"3229","PF13337.10"
"3230","PF13338.10"
"3231","PF13342.10"
"3232","PF13343.10"
"3233","PF13344.10"
"3234","PF13346.10"
"3235","PF13347.10"
"3236","PF13350.10"
"3237","PF13353.10"
"3238","PF13354.10"
"3239","PF13355.10"
"3240","PF13356.10"
"3241","PF13358.10"
"3242","PF13360.10"
"3243","PF13361.10"
"3244","PF13362.10"
"3245","PF13365.10"
"3246","PF13366.10"
"3247","PF13368.10"
"3248","PF13369.10"
"3249","PF13370.10"
"3250","PF13371.10"
"3251","PF13372.10"
"3252","PF13374.10"
"3253","PF13375.10"
"3254","PF13376.10"
"3255","PF13377.10"
"3256","PF13378.10"
"3257","PF13379.10"
"3258","PF13380.10"
"3259","PF13384.10"
"3260","PF13385.10"
"3261","PF13386.10"
"3262","PF13387.10"
"3263","PF13391.10"
"3264","PF13392.10"
"3265","PF13393.10"
"3266","PF13395.10"
"3267","PF13396.10"
"3268","PF13397.10"
"3269","PF13398.10"
"3270","PF13399.10"
"3271","PF13400.10"
"3272","PF13401.10"
"3273","PF13402.10"
"3274","PF13404.10"
"3275","PF13405.10"
"3276","PF13406.10"
"3277","PF13407.10"
"3278","PF13408.10"
"3279","PF13409.10"
"3280","PF13410.10"
"3281","PF13411.10"
"3282","PF13412.10"
"3283","PF13413.10"
"3284","PF13414.10"
"3285","PF13415.10"
"3286","PF13416.10"
"3287","PF13417.10"
"3288","PF13418.10"
"3289","PF13419.10"
"3290","PF13420.11"
"3291","PF13424.10"
"3292","PF13426.11"
"3293","PF13428.10"
"3294","PF13429.10"
"3295","PF13431.10"
"3296","PF13432.10"
"3297","PF13433.10"
"3298","PF13434.10"
"3299","PF13435.10"
"3300","PF13437.10"
"3301","PF13438.10"
"3302","PF13439.10"
"3303","PF13440.10"
"3304","PF13441.10"
"3305","PF13442.10"
"3306","PF13443.10"
"3307","PF13444.10"
"3308","PF13448.10"
"3309","PF13449.10"
"3310","PF13450.10"
"3311","PF13452.10"
"3312","PF13453.10"
"3313","PF13454.10"
"3314","PF13455.10"
"3315","PF13456.10"
"3316","PF13458.10"
"3317","PF13459.10"
"3318","PF13460.10"
"3319","PF13462.10"
"3320","PF13463.10"
"3321","PF13464.10"
"3322","PF13466.10"
"3323","PF13467.10"
"3324","PF13468.10"
"3325","PF13469.10"
"3326","PF13470.10"
"3327","PF13472.10"
"3328","PF13473.10"
"3329","PF13474.10"
"3330","PF13476.10"
"3331","PF13477.10"
"3332","PF13478.10"
"3333","PF13479.10"
"3334","PF13480.11"
"3335","PF13481.10"
"3336","PF13482.10"
"3337","PF13483.10"
"3338","PF13484.10"
"3339","PF13487.10"
"3340","PF13488.10"
"3341","PF13489.10"
"3342","PF13490.10"
"3343","PF13491.10"
"3344","PF13492.10"
"3345","PF13493.10"
"3346","PF13495.10"
"3347","PF13499.10"
"3348","PF13500.10"
"3349","PF13501.10"
"3350","PF13502.10"
"3351","PF13505.10"
"3352","PF13506.10"
"3353","PF13507.10"
"3354","PF13508.11"
"3355","PF13509.10"
"3356","PF13510.10"
"3357","PF13511.10"
"3358","PF13512.10"
"3359","PF13513.10"
"3360","PF13514.10"
"3361","PF13515.10"
"3362","PF13516.10"
"3363","PF13517.10"
"3364","PF13518.10"
"3365","PF13519.10"
"3366","PF13520.10"
"3367","PF13521.10"
"3368","PF13522.10"
"3369","PF13524.10"
"3370","PF13525.10"
"3371","PF13527.11"
"3372","PF13528.10"
"3373","PF13531.10"
"3374","PF13532.10"
"3375","PF13533.10"
"3376","PF13534.10"
"3377","PF13535.10"
"3378","PF13537.10"
"3379","PF13538.10"
"3380","PF13540.10"
"3381","PF13541.10"
"3382","PF13542.10"
"3383","PF13545.10"
"3384","PF13546.10"
"3385","PF13547.10"
"3386","PF13548.10"
"3387","PF13549.10"
"3388","PF13550.10"
"3389","PF13551.10"
"3390","PF13555.10"
"3391","PF13557.10"
"3392","PF13558.10"
"3393","PF13559.10"
"3394","PF13560.10"
"3395","PF13561.10"
"3396","PF13562.10"
"3397","PF13563.10"
"3398","PF13565.10"
"3399","PF13567.10"
"3400","PF13570.10"
"3401","PF13576.10"
"3402","PF13577.10"
"3403","PF13578.10"
"3404","PF13579.10"
"3405","PF13580.10"
"3406","PF13581.10"
"3407","PF13582.10"
"3408","PF13583.10"
"3409","PF13584.10"
"3410","PF13586.10"
"3411","PF13588.10"
"3412","PF13589.10"
"3413","PF13590.10"
"3414","PF13592.10"
"3415","PF13593.10"
"3416","PF13596.10"
"3417","PF13598.10"
"3418","PF13599.10"
"3419","PF13600.10"
"3420","PF13602.10"
"3421","PF13603.10"
"3422","PF13604.10"
"3423","PF13606.10"
"3424","PF13607.10"
"3425","PF13609.10"
"3426","PF13614.10"
"3427","PF13616.10"
"3428","PF13619.10"
"3429","PF13620.10"
"3430","PF13622.10"
"3431","PF13623.10"
"3432","PF13624.10"
"3433","PF13625.10"
"3434","PF13627.10"
"3435","PF13628.10"
"3436","PF13629.10"
"3437","PF13630.10"
"3438","PF13631.10"
"3439","PF13632.10"
"3440","PF13635.10"
"3441","PF13637.10"
"3442","PF13638.10"
"3443","PF13640.10"
"3444","PF13641.10"
"3445","PF13645.10"
"3446","PF13646.10"
"3447","PF13648.10"
"3448","PF13649.10"
"3449","PF13650.10"
"3450","PF13651.10"
"3451","PF13653.10"
"3452","PF13657.10"
"3453","PF13660.10"
"3454","PF13661.10"
"3455","PF13662.10"
"3456","PF13664.10"
"3457","PF13667.10"
"3458","PF13669.10"
"3459","PF13671.10"
"3460","PF13672.10"
"3461","PF13673.11"
"3462","PF13675.10"
"3463","PF13676.10"
"3464","PF13677.10"
"3465","PF13679.10"
"3466","PF13683.10"
"3467","PF13684.10"
"3468","PF13685.10"
"3469","PF13688.10"
"3470","PF13691.10"
"3471","PF13692.10"
"3472","PF13701.10"
"3473","PF13704.10"
"3474","PF13707.10"
"3475","PF13709.10"
"3476","PF13710.10"
"3477","PF13711.10"
"3478","PF13714.10"
"3479","PF13715.10"
"3480","PF13717.10"
"3481","PF13719.10"
"3482","PF13720.10"
"3483","PF13721.10"
"3484","PF13722.10"
"3485","PF13727.10"
"3486","PF13728.10"
"3487","PF13730.10"
"3488","PF13732.10"
"3489","PF13735.10"
"3490","PF13738.10"
"3491","PF13740.10"
"3492","PF13742.10"
"3493","PF13743.10"
"3494","PF13744.10"
"3495","PF13746.10"
"3496","PF13747.10"
"3497","PF13749.10"
"3498","PF13750.10"
"3499","PF13754.10"
"3500","PF13755.10"
"3501","PF13756.10"
"3502","PF13757.10"
"3503","PF13759.10"
"3504","PF13763.10"
"3505","PF13767.10"
"3506","PF13768.10"
"3507","PF13769.10"
"3508","PF13770.10"
"3509","PF13772.10"
"3510","PF13773.10"
"3511","PF13776.10"
"3512","PF13779.10"
"3513","PF13783.10"
"3514","PF13784.10"
"3515","PF13793.10"
"3516","PF13795.10"
"3517","PF13796.10"
"3518","PF13801.10"
"3519","PF13802.10"
"3520","PF13806.10"
"3521","PF13807.10"
"3522","PF13808.10"
"3523","PF13809.10"
"3524","PF13830.10"
"3525","PF13833.10"
"3526","PF13834.10"
"3527","PF13840.10"
"3528","PF13844.10"
"3529","PF13847.10"
"3530","PF13854.10"
"3531","PF13855.10"
"3532","PF13857.10"
"3533","PF13859.10"
"3534","PF13860.10"
"3535","PF13861.10"
"3536","PF13883.10"
"3537","PF13884.10"
"3538","PF13893.10"
"3539","PF13899.10"
"3540","PF13905.10"
"3541","PF13906.10"
"3542","PF13911.10"
"3543","PF13924.10"
"3544","PF13932.10"
"3545","PF13936.10"
"3546","PF13937.10"
"3547","PF13941.10"
"3548","PF13946.10"
"3549","PF13964.10"
"3550","PF13972.10"
"3551","PF13975.10"
"3552","PF13977.10"
"3553","PF14017.10"
"3554","PF14023.10"
"3555","PF14026.10"
"3556","PF14031.10"
"3557","PF14041.10"
"3558","PF14063.10"
"3559","PF14067.10"
"3560","PF14072.10"
"3561","PF14076.10"
"3562","PF14080.10"
"3563","PF14100.10"
"3564","PF14103.10"
"3565","PF14108.10"
"3566","PF14117.10"
"3567","PF14155.10"
"3568","PF14218.10"
"3569","PF14226.10"
"3570","PF14229.10"
"3571","PF14231.10"
"3572","PF14232.10"
"3573","PF14233.10"
"3574","PF14234.10"
"3575","PF14235.10"
"3576","PF14237.10"
"3577","PF14238.10"
"3578","PF14240.10"
"3579","PF14246.10"
